"Time stamp","System power generated | (kW)","Wind speed | (m/s)","Internal wake loss percent | (%)","Air temperature | ('C)"
"Oct 14, 12:00 pm",142993,9.15,4.26068,16.54
"Oct 14, 01:00 pm",32377.3,6.02,5.48701,18.07
"Oct 14, 02:00 pm",187920,10.11,2.05377,17.45
"Oct 14, 03:00 pm",139538,9.02,3.25135,16.46
"Oct 14, 04:00 pm",191081,10.24,3.8798,14.99
"Oct 14, 05:00 pm",92941.5,7.87,6.48175,15.04
"Oct 14, 06:00 pm",59583.9,6.92,4.56978,14.4
"Oct 14, 07:00 pm",18643.4,5.2,4.30443,14.4
"Oct 14, 08:00 pm",13802.5,4.74,1.84403,14.12
"Oct 14, 09:00 pm",0,3.01,0,13.95
"Oct 14, 10:00 pm",5999.24,4,22.0866,13.53
"Oct 14, 11:00 pm",0,3.12,0,13.43
"Oct 15, 12:00 am",0,3.4,0,13.16
"Oct 15, 01:00 am",0,2.75,0,13.16
"Oct 15, 02:00 am",0,2.25,0,13.15
"Oct 15, 03:00 am",0,2.04,0,12.96
"Oct 15, 04:00 am",0,1.58,0,12.9
"Oct 15, 05:00 am",0,1.6,0,12.89
"Oct 15, 06:00 am",0,1.74,0,12.88
"Oct 15, 07:00 am",0,1.77,0,12.78
"Oct 15, 08:00 am",32869.6,5.95,2.8819,12.25
"Oct 15, 09:00 am",43792.5,6.34,2.33349,11.96
"Oct 15, 10:00 am",56683.4,6.76,2.41023,11.82
"Oct 15, 11:00 am",56046.5,6.74,2.54073,11.63
"Oct 15, 12:00 pm",61153.5,6.89,2.3271,11.79
"Oct 15, 01:00 pm",97675,7.84,2.38711,11.58
"Oct 15, 02:00 pm",119981,8.42,1.72094,11.42
"Oct 15, 03:00 pm",93728.8,7.75,2.49848,11.4
"Oct 15, 04:00 pm",80855.5,7.43,2.09493,11.33
"Oct 15, 05:00 pm",77843.4,7.35,2.30447,11.25
"Oct 15, 06:00 pm",70342.2,7.15,2.48041,11.24
"Oct 15, 07:00 pm",68818.1,7.11,2.50643,11.27
"Oct 15, 08:00 pm",55792,6.73,2.85056,11.34
"Oct 15, 09:00 pm",43516.1,6.37,5.44668,11.53
"Oct 15, 10:00 pm",27867.7,5.73,2.675,11.71
"Oct 15, 11:00 pm",22359.9,5.39,2.24334,11.85
"Oct 16, 12:00 am",19878.6,5.23,2.0258,11.93
"Oct 16, 01:00 am",28610.2,5.77,2.2483,11.92
"Oct 16, 02:00 am",39363.2,6.17,2.41487,11.94
"Oct 16, 03:00 am",21458.6,5.34,2.31313,12.04
"Oct 16, 04:00 am",22440.9,5.4,2.66038,12.03
"Oct 16, 05:00 am",16706.9,4.98,1.9875,12.04
"Oct 16, 06:00 am",16858.4,5,2.39434,12.04
"Oct 16, 07:00 am",10738,4.38,2.34145,12.08
"Oct 16, 08:00 am",0,3.74,0,11.99
"Oct 16, 09:00 am",0,2.88,0,12.95
"Oct 16, 10:00 am",0,3.36,0,14.03
"Oct 16, 11:00 am",0,3.45,0,14.72
"Oct 16, 12:00 pm",0,2.46,0,15.69
"Oct 16, 01:00 pm",0,3.64,0,16.67
"Oct 16, 02:00 pm",13445.4,4.72,2.36163,17.04
"Oct 16, 03:00 pm",17521.1,5.08,1.6843,17.07
"Oct 16, 04:00 pm",28205.7,5.77,1.71584,17.13
"Oct 16, 05:00 pm",45720.7,6.44,2.30863,16.85
"Oct 16, 06:00 pm",47337.5,6.5,2.51764,16.68
"Oct 16, 07:00 pm",37514.6,6.16,4.01188,16.42
"Oct 16, 08:00 pm",93222.6,7.8,3.28295,16.28
"Oct 16, 09:00 pm",113507,8.32,2.25742,16.07
"Oct 16, 10:00 pm",124082,8.58,1.80416,15.92
"Oct 16, 11:00 pm",200103,10.34,1.70771,16.11
"Oct 17, 12:00 am",224994,10.92,1.50092,16.19
"Oct 17, 01:00 am",232043,11.11,1.1422,16.26
"Oct 17, 02:00 am",238976,11.33,1.89908,16.48
"Oct 17, 03:00 am",212417,10.63,1.24057,16.59
"Oct 17, 04:00 am",180758,9.89,1.73165,16.51
"Oct 17, 05:00 am",207773,10.57,2.32637,16.34
"Oct 17, 06:00 am",189744,10.16,2.64749,16.48
"Oct 17, 07:00 am",195509,10.28,2.42034,16.61
"Oct 17, 08:00 am",213285,10.66,1.3102,17.06
"Oct 17, 09:00 am",198557,10.33,1.82717,17.52
"Oct 17, 10:00 am",226072,10.97,1.53161,17.54
"Oct 17, 11:00 am",233346,11.17,1.18602,17.49
"Oct 17, 12:00 pm",271439,12.09,0.837999,16.11
"Oct 17, 01:00 pm",207146,10.48,1.1679,16.18
"Oct 17, 02:00 pm",298727,12.96,0.683255,15.59
"Oct 17, 03:00 pm",264967,11.9,0.962146,15.9
"Oct 17, 04:00 pm",242162,11.33,1.22084,15.03
"Oct 17, 05:00 pm",221330,10.79,1.27618,14.19
"Oct 17, 06:00 pm",261072,11.76,0.975105,13.59
"Oct 17, 07:00 pm",234408,11.11,1.002,12.82
"Oct 17, 08:00 pm",218648,10.73,1.71617,12.83
"Oct 17, 09:00 pm",288794,12.57,0.667624,12.24
"Oct 17, 10:00 pm",246551,11.37,1.17586,11.71
"Oct 17, 11:00 pm",213510,10.56,1.20099,11.03
"Oct 18, 12:00 am",226166,10.84,1.34803,10.26
"Oct 18, 01:00 am",94164.9,7.75,3.44588,9.87
"Oct 18, 02:00 am",143229,8.95,2.04889,9.22
"Oct 18, 03:00 am",104148,7.98,1.65225,9.1
"Oct 18, 04:00 am",87282,7.61,4.5507,8.87
"Oct 18, 05:00 am",148920,9.09,2.58474,8.33
"Oct 18, 06:00 am",131691,8.67,2.32776,8.4
"Oct 18, 07:00 am",95331.5,7.74,2.89231,8.37
"Oct 18, 08:00 am",100775,7.88,2.30675,8.6
"Oct 18, 09:00 am",71812.8,7.16,3.02384,9.14
"Oct 18, 10:00 am",54559.6,6.66,2.89271,9.7
"Oct 18, 11:00 am",58528.5,6.78,2.66783,10.37
"Oct 18, 12:00 pm",96545.7,7.86,5.40932,10.33
"Oct 18, 01:00 pm",29522.6,5.79,2.02865,10.95
"Oct 18, 02:00 pm",32142.1,5.89,2.88276,11.01
"Oct 18, 03:00 pm",33851,5.97,4.5535,11.04
"Oct 18, 04:00 pm",29929.2,5.82,3.79909,10.83
"Oct 18, 05:00 pm",15059.7,4.81,2.64351,9.64
"Oct 18, 06:00 pm",12237.6,4.56,3.22554,9.32
"Oct 18, 07:00 pm",11362.3,4.44,2.30129,8.85
"Oct 18, 08:00 pm",8252.9,4,13.7953,8.61
"Oct 18, 09:00 pm",0,3.54,0,8.54
"Oct 18, 10:00 pm",0,2.48,0,8.48
"Oct 18, 11:00 pm",0,2.06,0,8.49
"Oct 19, 12:00 am",0,1.7,0,8.46
"Oct 19, 01:00 am",0,1.51,0,8.5
"Oct 19, 02:00 am",0,1.14,0,8.58
"Oct 19, 03:00 am",0,1.7,0,8.7
"Oct 19, 04:00 am",0,2.37,0,8.78
"Oct 19, 05:00 am",0,2.87,0,8.66
"Oct 19, 06:00 am",0,3.31,0,8.67
"Oct 19, 07:00 am",9908.94,4.07,0.570205,8.73
"Oct 19, 08:00 am",10755.9,4.34,1.69217,9.26
"Oct 19, 09:00 am",12577.2,4.58,2.02831,10.19
"Oct 19, 10:00 am",19854.9,5.21,2.4563,11.17
"Oct 19, 11:00 am",20394.2,5.26,2.61309,12.17
"Oct 19, 12:00 pm",28053.9,5.73,2.68479,13.06
"Oct 19, 01:00 pm",32960.2,5.95,3.83905,13.8
"Oct 19, 02:00 pm",59954.9,6.87,3.53637,14.09
"Oct 19, 03:00 pm",84912.1,7.56,2.61228,14.42
"Oct 19, 04:00 pm",104165,8.03,1.90626,14.4
"Oct 19, 05:00 pm",92289.6,7.72,2.51377,14.28
"Oct 19, 06:00 pm",106782,8.1,1.73347,14.07
"Oct 19, 07:00 pm",134608,8.78,1.95118,14
"Oct 19, 08:00 pm",142369,8.96,1.73998,13.91
"Oct 19, 09:00 pm",184325,9.9,1.6615,13.78
"Oct 19, 10:00 pm",201594,10.31,1.71454,13.67
"Oct 19, 11:00 pm",218210,10.72,1.76361,13.78
"Oct 20, 12:00 am",225245,10.87,1.61539,13.85
"Oct 20, 01:00 am",226216,10.91,1.68249,13.94
"Oct 20, 02:00 am",236611,11.21,1.84127,14.04
"Oct 20, 03:00 am",249604,11.5,1.5327,14.15
"Oct 20, 04:00 am",232148,11.06,1.08747,14.39
"Oct 20, 05:00 am",234409,11.13,1.04427,14.57
"Oct 20, 06:00 am",203000,10.35,1.37771,14.68
"Oct 20, 07:00 am",195635,10.22,2.01862,14.85
"Oct 20, 08:00 am",140536,8.99,2.96696,15.59
"Oct 20, 09:00 am",85657,7.6,1.99743,16.46
"Oct 20, 10:00 am",89284.3,7.71,3.21313,17.13
"Oct 20, 11:00 am",107467,8.18,2.33382,17.66
"Oct 20, 12:00 pm",105528,8.13,2.01603,18.21
"Oct 20, 01:00 pm",140853,8.98,1.73469,18.3
"Oct 20, 02:00 pm",127454,8.69,2.45192,18.41
"Oct 20, 03:00 pm",122435,8.56,2.52504,17.67
"Oct 20, 04:00 pm",119441,8.47,2.36312,17.34
"Oct 20, 05:00 pm",133730,8.79,1.88405,16.26
"Oct 20, 06:00 pm",204743,10.4,1.38148,16.07
"Oct 20, 07:00 pm",142249,8.98,1.73951,15.58
"Oct 20, 08:00 pm",126525,8.62,2.15128,15.1
"Oct 20, 09:00 pm",140560,8.96,2.69488,14.6
"Oct 20, 10:00 pm",12828.6,4.69,6.55872,13.97
"Oct 20, 11:00 pm",100530,7.95,3.06539,13.54
"Oct 21, 12:00 am",57644.6,6.81,4.15618,13.26
"Oct 21, 01:00 am",66621.8,7.03,2.28879,11.43
"Oct 21, 02:00 am",23717.5,5.45,2.13904,11.31
"Oct 21, 03:00 am",31556.3,5.89,4.13811,11.24
"Oct 21, 04:00 am",51333.8,6.59,3.87653,10.98
"Oct 21, 05:00 am",62575.1,6.95,4.92395,10.7
"Oct 21, 06:00 am",40430.2,6.23,5.5523,10.36
"Oct 21, 07:00 am",80110.9,7.43,4.70921,9.88
"Oct 21, 08:00 am",69269.2,7.11,3.79471,10.01
"Oct 21, 09:00 am",31086,5.87,4.78996,10.58
"Oct 21, 10:00 am",51925.1,6.66,7.17908,11.1
"Oct 21, 11:00 am",29573.4,5.81,3.38996,11.84
"Oct 21, 12:00 pm",53271.7,6.63,2.54989,12.1
"Oct 21, 01:00 pm",31893.4,5.89,3.13687,12.28
"Oct 21, 02:00 pm",38491.1,6.12,2.44961,12.59
"Oct 21, 03:00 pm",44007.2,6.32,2.35834,12.25
"Oct 21, 04:00 pm",90059,7.64,2.6879,11.55
"Oct 21, 05:00 pm",91411.8,7.67,3.15105,10.73
"Oct 21, 06:00 pm",70771,7.12,2.5639,10.05
"Oct 21, 07:00 pm",86474,7.54,2.53461,9.71
"Oct 21, 08:00 pm",33702.1,5.93,3.03679,9.59
"Oct 21, 09:00 pm",45638.4,6.36,2.93753,9.54
"Oct 21, 10:00 pm",30022.3,5.81,3.93217,9.49
"Oct 21, 11:00 pm",20880.8,5.28,3.28865,9.52
"Oct 22, 12:00 am",17957.3,5.06,2.88463,9.58
"Oct 22, 01:00 am",17963.5,5.06,2.85152,9.61
"Oct 22, 02:00 am",11394,4.43,1.40662,9.66
"Oct 22, 03:00 am",11061.4,4.38,1.377,9.69
"Oct 22, 04:00 am",10104.6,4.18,1.07812,9.72
"Oct 22, 05:00 am",9833.34,4.1,1.99454,9.67
"Oct 22, 06:00 am",11185,4.41,2.28992,9.47
"Oct 22, 07:00 am",0,3.61,0,9.32
"Oct 22, 08:00 am",0,3.27,0,9.77
"Oct 22, 09:00 am",0,3.38,0,10.38
"Oct 22, 10:00 am",0,2.81,0,11.21
"Oct 22, 11:00 am",0,3.11,0,12.14
"Oct 22, 12:00 pm",0,2.66,0,12.94
"Oct 22, 01:00 pm",0,2.48,0,13.65
"Oct 22, 02:00 pm",0,2.66,0,13.88
"Oct 22, 03:00 pm",0,2.63,0,14.02
"Oct 22, 04:00 pm",0,3.18,0,13.86
"Oct 22, 05:00 pm",0,3.52,0,13.58
"Oct 22, 06:00 pm",9860.29,4.07,0.638197,13.26
"Oct 22, 07:00 pm",10745.7,4.35,1.42807,12.97
"Oct 22, 08:00 pm",10139.8,4.2,0.818627,12.72
"Oct 22, 09:00 pm",13776.3,4.71,3.00437,12.45
"Oct 22, 10:00 pm",14524.3,4.77,2.55526,12.17
"Oct 22, 11:00 pm",12236.2,4.56,2.24596,12.08
"Oct 23, 12:00 am",10775,4.35,1.41835,11.91
"Oct 23, 01:00 am",13966.3,4.71,1.9164,11.8
"Oct 23, 02:00 am",19444.3,5.17,1.80832,11.7
"Oct 23, 03:00 am",19476.6,5.18,2.31867,11.59
"Oct 23, 04:00 am",27254.8,5.67,3.01431,11.57
"Oct 23, 05:00 am",22476.7,5.39,3.65483,11.52
"Oct 23, 06:00 am",23963.3,5.47,3.43689,11.45
"Oct 23, 07:00 am",31373.4,5.93,8.76115,11.56
"Oct 23, 08:00 am",28656.9,5.78,3.75349,12.37
"Oct 23, 09:00 am",29291,5.79,1.75703,13.39
"Oct 23, 10:00 am",24450.4,5.5,2.17773,14.23
"Oct 23, 11:00 am",23093.5,5.43,2.17559,15.17
"Oct 23, 12:00 pm",23448.2,5.46,2.37706,16.09
"Oct 23, 01:00 pm",20853.9,5.31,1.73507,16.7
"Oct 23, 02:00 pm",24684.3,5.54,2.53456,17.05
"Oct 23, 03:00 pm",19849.9,5.25,2.56563,17.2
"Oct 23, 04:00 pm",27090.7,5.68,1.85247,16.98
"Oct 23, 05:00 pm",44458.1,6.45,6.94457,16.69
"Oct 23, 06:00 pm",44080.8,6.39,4.33148,16.45
"Oct 23, 07:00 pm",32383.5,5.94,3.26616,16.2
"Oct 23, 08:00 pm",40388.6,6.22,2.38478,16.02
"Oct 23, 09:00 pm",43139.3,6.32,2.28776,15.83
"Oct 23, 10:00 pm",33515,5.97,2.85102,15.37
"Oct 23, 11:00 pm",52889.1,6.65,2.64587,15.32
"Oct 24, 12:00 am",61638.5,6.91,2.68783,14.67
"Oct 24, 01:00 am",58080.4,6.8,2.54602,14.89
"Oct 24, 02:00 am",48773.6,6.51,2.28142,14.93
"Oct 24, 03:00 am",49550.1,6.54,2.4542,14.87
"Oct 24, 04:00 am",39211.7,6.18,3.15553,14.82
"Oct 24, 05:00 am",31983,5.93,4.21743,14.77
"Oct 24, 06:00 am",25156.6,5.55,2.30966,14.53
"Oct 24, 07:00 am",12135.1,4.58,2.97515,14.35
"Oct 24, 08:00 am",10288.7,4.28,0.766965,14.14
"Oct 24, 09:00 am",0,3.27,0,14.53
"Oct 24, 10:00 am",0,2.48,0,16.06
"Oct 24, 11:00 am",0,2.64,0,17.5
"Oct 24, 12:00 pm",0,3.53,0,18.67
"Oct 24, 01:00 pm",0,3.57,0,19.57
"Oct 24, 02:00 pm",0,3.53,0,20.1
"Oct 24, 03:00 pm",5368.63,3.97,10.4079,20.37
"Oct 24, 04:00 pm",5002.33,3.96,10.7703,20.39
"Oct 24, 05:00 pm",8733.66,4.07,11.0926,20.27
"Oct 24, 06:00 pm",15141.4,4.89,3.10655,19.99
"Oct 24, 07:00 pm",19622.4,5.25,2.10778,19.92
"Oct 24, 08:00 pm",48161,6.53,2.32228,19.62
"Oct 24, 09:00 pm",86121.2,7.63,2.07263,19.41
"Oct 24, 10:00 pm",101057,7.97,1.61631,18.87
"Oct 24, 11:00 pm",112032,8.28,2.00031,18.56
"Oct 25, 12:00 am",124509,8.6,1.99341,18.47
"Oct 25, 01:00 am",146420,9.13,2.14807,18.5
"Oct 25, 02:00 am",169037,9.66,1.89678,18.65
"Oct 25, 03:00 am",126447,8.64,1.59742,18.74
"Oct 25, 04:00 am",112699,8.34,3.49524,18.67
"Oct 25, 05:00 am",106208,8.13,1.57321,18.52
"Oct 25, 06:00 am",86736,7.64,2.39477,18.27
"Oct 25, 07:00 am",56652.2,6.81,3.63593,18.1
"Oct 25, 08:00 am",33413.9,6.02,4.66246,19.06
"Oct 25, 09:00 am",25271.2,5.6,2.50771,20.03
"Oct 25, 10:00 am",38393.1,6.2,3.34373,20.98
"Oct 25, 11:00 am",59749.7,6.92,2.87324,21.94
"Oct 25, 12:00 pm",60380.5,6.95,3.12447,22.7
"Oct 25, 01:00 pm",75185.8,7.38,3.46902,22.87
"Oct 25, 02:00 pm",94210.3,7.84,2.45433,22.78
"Oct 25, 03:00 pm",88250.2,7.71,2.55789,22.41
"Oct 25, 04:00 pm",75660,7.37,2.84393,21.54
"Oct 25, 05:00 pm",137061,8.91,2.08879,20.71
"Oct 25, 06:00 pm",210918,10.62,1.85054,19.67
"Oct 25, 07:00 pm",170717,9.7,2.29026,18.92
"Oct 25, 08:00 pm",145073,9.08,1.9842,18.25
"Oct 25, 09:00 pm",158660,9.38,1.83837,17.61
"Oct 25, 10:00 pm",78202.8,7.41,3.1264,17.29
"Oct 25, 11:00 pm",186004,9.96,1.34241,16.86
"Oct 26, 12:00 am",118666,8.41,1.79012,16.31
"Oct 26, 01:00 am",106529,8.11,1.66838,15.98
"Oct 26, 02:00 am",103069,8,1.66154,15.52
"Oct 26, 03:00 am",34304.6,6,2.86706,15.19
"Oct 26, 04:00 am",18007.5,5.1,2.36885,14.97
"Oct 26, 05:00 am",12701.3,4.64,3.32571,14.75
"Oct 26, 06:00 am",0,3.7,0,14.6
"Oct 26, 07:00 am",0,3.25,0,14.53
"Oct 26, 08:00 am",0,1.89,0,14.8
"Oct 26, 09:00 am",0,1.45,0,15.46
"Oct 26, 10:00 am",0,1.27,0,16.45
"Oct 26, 11:00 am",0,1.33,0,17.44
"Oct 26, 12:00 pm",0,2.16,0,18.24
"Oct 26, 01:00 pm",0,2.49,0,18.89
"Oct 26, 02:00 pm",0,3.4,0,19.32
"Oct 26, 03:00 pm",12048.7,4.64,6.1073,19.4
"Oct 26, 04:00 pm",14118,4.83,5.68163,19.3
"Oct 26, 05:00 pm",29438.6,5.85,1.89696,18.79
"Oct 26, 06:00 pm",73832,7.29,2.34769,18.42
"Oct 26, 07:00 pm",81589.3,7.5,2.11804,18.25
"Oct 26, 08:00 pm",93500.6,7.79,2.50182,17.91
"Oct 26, 09:00 pm",127265,8.66,1.81103,17.82
"Oct 26, 10:00 pm",150452,9.21,1.75094,17.76
"Oct 26, 11:00 pm",182669,9.93,1.92192,17.69
"Oct 27, 12:00 am",239518,11.35,2.26128,17.62
"Oct 27, 01:00 am",231874,11.17,2.03717,17.65
"Oct 27, 02:00 am",245199,11.56,3.34279,17.81
"Oct 27, 03:00 am",206528,10.61,3.65231,17.85
"Oct 27, 04:00 am",246666,11.61,3.36168,18.09
"Oct 27, 05:00 am",233011,11.22,2.11664,18.58
"Oct 27, 06:00 am",209393,10.59,1.6704,18.97
"Oct 27, 07:00 am",280772,12.45,1.23353,19.51
"Oct 27, 08:00 am",302420,13.18,0.424696,20.59
"Oct 27, 09:00 am",297894,13.02,0.73661,21.73
"Oct 27, 10:00 am",312966,13.76,0.445144,22.73
"Oct 27, 11:00 am",285702,12.63,0.638203,23.52
"Oct 27, 12:00 pm",296695,13.02,0.809466,23.6
"Oct 27, 01:00 pm",311157,13.7,0.469406,24.43
"Oct 27, 02:00 pm",326898,15.17,0.172867,23.82
"Oct 27, 03:00 pm",293870,12.92,0.736421,22.96
"Oct 27, 04:00 pm",292056,12.86,0.693064,22.97
"Oct 27, 05:00 pm",331576,16.01,0.0550064,22.6
"Oct 27, 06:00 pm",333779,17.53,0,21.99
"Oct 27, 07:00 pm",331246,15.88,0.0702321,20.54
"Oct 27, 08:00 pm",328367,15.31,0.162423,19.48
"Oct 27, 09:00 pm",333779,16.5,0,18.02
"Oct 27, 10:00 pm",333779,16.89,0,18.26
"Oct 27, 11:00 pm",326132,14.95,0.169845,17.79
"Oct 28, 12:00 am",281577,12.45,1.11892,17.81
"Oct 28, 01:00 am",310382,13.59,0.753176,17.13
"Oct 28, 02:00 am",333779,17.98,0,17.2
"Oct 28, 03:00 am",330799,15.72,0.104391,17.08
"Oct 28, 04:00 am",132456,8.81,2.31328,18
"Oct 28, 05:00 am",82683.6,7.57,3.41963,17.85
"Oct 28, 06:00 am",210741,10.65,2.44784,17.77
"Oct 28, 07:00 am",207599,10.49,1.28349,16.83
"Oct 28, 08:00 am",192339,10.14,1.39132,16.62
"Oct 28, 09:00 am",128422,8.69,2.21604,16.77
"Oct 28, 10:00 am",221142,10.84,1.9721,16.7
"Oct 28, 11:00 am",259362,11.79,1.71148,16.3
"Oct 28, 12:00 pm",196532,10.28,2.61943,16.29
"Oct 28, 01:00 pm",198879,10.34,2.78895,16.3
"Oct 28, 02:00 pm",250068,11.55,1.70137,16.54
"Oct 28, 03:00 pm",319424,14.15,0.72839,15.5
"Oct 28, 04:00 pm",298761,13.02,1.34026,14.94
"Oct 28, 05:00 pm",216244,10.68,1.70922,14.49
"Oct 28, 06:00 pm",231457,11.03,1.28183,13.61
"Oct 28, 07:00 pm",148196,9.1,1.78915,13.3
"Oct 28, 08:00 pm",118579,8.39,2.20459,12.95
"Oct 28, 09:00 pm",91897.3,7.7,2.46743,12.68
"Oct 28, 10:00 pm",87027.1,7.6,2.82377,12.37
"Oct 28, 11:00 pm",182060,9.85,2.28615,11.94
"Oct 29, 12:00 am",223348,10.81,2.01398,11.57
"Oct 29, 01:00 am",226057,10.84,1.41791,11.24
"Oct 29, 02:00 am",160359,9.34,1.57918,10.97
"Oct 29, 03:00 am",28394.6,5.73,1.88226,10.88
"Oct 29, 04:00 am",130379,8.65,1.99579,10.6
"Oct 29, 05:00 am",87213.3,7.61,4.10654,10.59
"Oct 29, 06:00 am",157544,9.26,1.60909,9.91
"Oct 29, 07:00 am",85842.1,7.54,2.62252,9.58
"Oct 29, 08:00 am",142552,8.91,1.8024,9.16
"Oct 29, 09:00 am",127461,8.57,2.13183,9.17
"Oct 29, 10:00 am",82817.6,7.45,2.47666,9.33
"Oct 29, 11:00 am",111639,8.17,1.87266,9.6
"Oct 29, 12:00 pm",65104.5,6.97,2.42186,9.97
"Oct 29, 01:00 pm",115839,8.29,2.48673,9.86
"Oct 29, 02:00 pm",105020,8.02,2.09689,9.93
"Oct 29, 03:00 pm",86632.9,7.57,3.20254,9.94
"Oct 29, 04:00 pm",41351.8,6.23,3.73515,9.76
"Oct 29, 05:00 pm",24103.5,5.46,2.48286,9.61
"Oct 29, 06:00 pm",17089.3,4.98,1.74266,9.56
"Oct 29, 07:00 pm",3342.39,3.86,12.5124,9.47
"Oct 29, 08:00 pm",0,2.87,0,9.41
"Oct 29, 09:00 pm",0,3.09,0,9.31
"Oct 29, 10:00 pm",0,2.82,0,9.19
"Oct 29, 11:00 pm",0,2.17,0,9.14
"Oct 30, 12:00 am",0,1.41,0,9.12
"Oct 30, 01:00 am",0,0.69,0,9.08
"Oct 30, 02:00 am",0,0.89,0,9.05
"Oct 30, 03:00 am",0,0.92,0,9.02
"Oct 30, 04:00 am",0,1.8,0,9.03
"Oct 30, 05:00 am",0,2.15,0,9
"Oct 30, 06:00 am",0,1.99,0,8.98
"Oct 30, 07:00 am",0,2.9,0,9.05
"Oct 30, 08:00 am",0,2.65,0,9.36
"Oct 30, 09:00 am",0,2.38,0,10.02
"Oct 30, 10:00 am",0,2.54,0,10.6
"Oct 30, 11:00 am",0,2.65,0,11.13
"Oct 30, 12:00 pm",0,2.48,0,11.78
"Oct 30, 01:00 pm",0,3.25,0,12.03
"Oct 30, 02:00 pm",0,3.67,0,12.1
"Oct 30, 03:00 pm",0,3.13,0,12.21
"Oct 30, 04:00 pm",0,2.23,0,12.22
"Oct 30, 05:00 pm",0,2.97,0,12.23
"Oct 30, 06:00 pm",0,3.25,0,12.1
"Oct 30, 07:00 pm",0,3.48,0,11.98
"Oct 30, 08:00 pm",13231.7,4.66,2.50663,11.65
"Oct 30, 09:00 pm",5127.99,3.92,10.2333,11.29
"Oct 30, 10:00 pm",17018.5,4.99,1.83702,11.11
"Oct 30, 11:00 pm",24351.8,5.49,2.73447,10.86
"Oct 31, 12:00 am",27881.1,5.71,2.72951,10.6
"Oct 31, 01:00 am",172832,9.63,1.95744,10.03
"Oct 31, 02:00 am",203815,10.27,1.4407,7.87
"Oct 31, 03:00 am",236002,11.04,1.04658,6.66
"Oct 31, 04:00 am",227916,10.8,1.06772,6.04
"Oct 31, 05:00 am",294199,12.6,0.729384,4.48
"Oct 31, 06:00 am",326672,14.69,0.120415,3.43
"Oct 31, 07:00 am",319404,13.79,0.258147,2.42
"Oct 31, 08:00 am",323640,14.22,0.126138,2.44
"Oct 31, 09:00 am",320288,13.86,0.257925,2.8
"Oct 31, 10:00 am",328669,14.99,0.128771,3.51
"Oct 31, 11:00 am",333779,16.71,0,3.93
"Oct 31, 12:00 pm",333779,16.79,0,3.94
"Oct 31, 01:00 pm",333779,16.88,0,3.61
"Oct 31, 02:00 pm",333779,16.97,0,3.51
"Oct 31, 03:00 pm",333779,17.42,0,2.97
"Oct 31, 04:00 pm",333779,16.24,0,2.75
"Oct 31, 05:00 pm",331377,15.65,0.222791,2.5
"Oct 31, 06:00 pm",326050,14.69,0.405005,2.36
"Oct 31, 07:00 pm",324831,14.49,0.368406,2.29
"Oct 31, 08:00 pm",325104,14.53,0.377949,2.22
"Oct 31, 09:00 pm",306096,13.13,1.23229,2.12
"Oct 31, 10:00 pm",274045,12.03,2.5356,1.78
"Oct 31, 11:00 pm",248598,11.26,1.58016,1.72
"Nov 1, 12:00 am",209871,10.32,1.57198,1.57
"Nov 1, 01:00 am",190055,9.86,1.51278,1.82
"Nov 1, 02:00 am",209545,10.29,1.16278,1.67
"Nov 1, 03:00 am",170061,9.43,1.45832,1.63
"Nov 1, 04:00 am",137116,8.69,2.37658,1.6
"Nov 1, 05:00 am",88623.6,7.51,2.94225,1.84
"Nov 1, 06:00 am",224859,10.64,1.31763,1.78
"Nov 1, 07:00 am",234484,10.89,0.915133,1.74
"Nov 1, 08:00 am",191224,9.87,1.27002,1.82
"Nov 1, 09:00 am",126661,8.44,1.71369,2.43
"Nov 1, 10:00 am",88113.8,7.5,2.50829,3.11
"Nov 1, 11:00 am",96738.4,7.69,2.60744,3.7
"Nov 1, 12:00 pm",48572.6,6.42,3.53479,4.27
"Nov 1, 01:00 pm",67216.1,6.96,2.3637,4.38
"Nov 1, 02:00 pm",48972.7,6.42,2.56518,4.55
"Nov 1, 03:00 pm",53166.1,6.55,2.54055,4.48
"Nov 1, 04:00 pm",14949.3,4.75,2.19036,4.11
"Nov 1, 05:00 pm",16559.6,4.9,2.9089,3.46
"Nov 1, 06:00 pm",12178.1,4.51,3.29295,3.16
"Nov 1, 07:00 pm",10900.8,4.32,1.78228,2.83
"Nov 1, 08:00 pm",0,3.63,0,2.49
"Nov 1, 09:00 pm",0,2.99,0,2.33
"Nov 1, 10:00 pm",0,2.14,0,2.2
"Nov 1, 11:00 pm",0,2.01,0,2
"Nov 2, 12:00 am",0,1.9,0,1.82
"Nov 2, 01:00 am",0,1.95,0,1.65
"Nov 2, 02:00 am",0,2.4,0,1.39
"Nov 2, 03:00 am",0,2.28,0,1.1
"Nov 2, 04:00 am",0,3.02,0,0.78
"Nov 2, 05:00 am",0,3.39,0,0.42
"Nov 2, 06:00 am",5718.52,3.89,21.309,-0.03
"Nov 2, 07:00 am",12645.7,4.57,6.44715,-0.24
"Nov 2, 08:00 am",19148.1,5.13,5.96284,0.5
"Nov 2, 09:00 am",23502.3,5.42,6.8414,2.11
"Nov 2, 10:00 am",43019.9,6.28,7.02407,3.72
"Nov 2, 11:00 am",42378.4,6.27,6.90241,5.52
"Nov 2, 12:00 pm",61374.8,6.89,6.3438,6.89
"Nov 2, 01:00 pm",81675.3,7.46,5.51305,7.9
