"Time stamp","System power generated | (kW)","Irradiance GHI calculated | (W/m2)","Inverter DC input power | (kW)"
"959",-7.96385,0,0
"960",-7.96385,0,0
"961",-7.96385,0,0
"962",-7.96385,0,0
"963",-7.96385,0,0
"964",-7.96385,0,0
"965",-7.96385,0,0
"966",-7.96385,0,0
"967",-7.96385,0,0
"968",12069,42.3715,12483.6
"969",1435.98,21,1694.34
"970",2588.9,35,2863.1
"971",1281.38,19,1537.02
"972",1898.46,25,2163.13
"973",2627.35,32,2902.34
"974",3663.3,45,3952.78
"975",3296.57,43,3581.45
"976",1442.78,21,1702.18
"977",1116.23,17,1371.22
"978",7968.58,34.1552,8321.02
"979",-7.96385,0,0
"980",-7.96385,0,0
"981",-7.96385,0,0
"982",-7.96385,0,0
"983",-7.96385,0,0
"984",-7.96385,0,0
"985",-7.96385,0,0
"986",-7.96385,0,0
"987",-7.96385,0,0
"988",-7.96385,0,0
"989",-7.96385,0,0
"990",-7.96385,0,0
"991",-7.96385,0,0
"992",18512.3,47.2668,19041.7
"993",19346.4,107.453,19891
"994",468.915,9,714.95
"995",892.695,14,1145.35
"996",1485.23,20,1746.36
"997",14182.6,152.359,14633.3
"998",32493.7,338.592,33312.6
"999",19413.8,196.028,19957.6
"1000",27095.3,168.755,27793.5
"1001",2484.18,33,2759.87
"1002",6466.16,30.6841,6797.84
"1003",-7.96385,0,0
"1004",-7.96385,0,0
"1005",-7.96385,0,0
"1006",-7.96385,0,0
"1007",-7.96385,0,0
"1008",-7.96385,0,0
"1009",-7.96385,0,0
"1010",-7.96385,0,0
"1011",-7.96385,0,0
"1012",-7.96385,0,0
"1013",-7.96385,0,0
"1014",-7.96385,0,0
"1015",-7.96385,0,0
"1016",6238.09,48.4014,6569.32
"1017",14065.7,89.9033,14518.4
"1018",2775.44,36,3057.41
"1019",5664.98,68,5987.24
"1020",14481.1,157,14940.6
"1021",10312.6,110,10704.2
"1022",14291.1,156,14747.5
"1023",9902.9,115,10288
"1024",1997.59,27,2268.5
"1025",2006.71,27,2278.06
"1026",643.961,17,895.244
"1027",-7.96385,0,0
"1028",-7.96385,0,0
"1029",-7.96385,0,0
"1030",-7.96385,0,0
"1031",-7.96385,0,0
"1032",-7.96385,0,0
"1033",-7.96385,0,0
"1034",-7.96385,0,0
"1035",-7.96385,0,0
"1036",-7.96385,0,0
"1037",-7.96385,0,0
"1038",-7.96385,0,0
"1039",-7.96385,0,0
"1040",39389.6,81.3496,40387.9
"1041",69640.6,286.115,71596
"1042",76815.2,481.739,79045.3
"1043",75298.9,634.709,77465.3
"1044",72153.5,730.957,74195.8
"1045",70425,760.058,72400.4
"1046",72453.8,720.264,74506.2
"1047",75145.9,610.499,77303.6
"1048",74988.2,448.732,77141.4
"1049",65264.4,248.127,67055.6
"1050",22050.1,51.9101,22646.7
"1051",-7.96385,0,0
"1052",-7.96385,0,0
"1053",-7.96385,0,0
"1054",-7.96385,0,0
"1055",-7.96385,0,0
"1056",-7.96385,0,0
"1057",-7.96385,0,0
"1058",-7.96385,0,0
"1059",-7.96385,0,0
"1060",-7.96385,0,0
"1061",-7.96385,0,0
"1062",-7.96385,0,0
"1063",-7.96385,0,0
"1064",39451.7,83.4931,40450.3
"1065",68294.5,286.896,70196.9
"1066",71866.2,457.905,73898.7
"1067",65065.1,554.857,66843.5
"1068",58629.5,595.492,60185.2
"1069",62363.6,674.183,64045.3
"1070",70165,700.281,72128.5
"1071",62658.2,514.32,64350.5
"1072",74221.8,448.029,76342.6
"1073",64942.7,250.986,66719.7
"1074",24357.4,54.14,25000.6
"1075",-7.96385,0,0
"1076",-7.96385,0,0
"1077",-7.96385,0,0
"1078",-7.96385,0,0
"1079",-7.96385,0,0
"1080",-7.96385,0,0
"1081",-7.96385,0,0
"1082",-7.96385,0,0
"1083",-7.96385,0,0
"1084",-7.96385,0,0
"1085",-7.96385,0,0
"1086",-7.96385,0,0
"1087",-7.96385,0,0
"1088",18478.9,61.5091,19007.9
"1089",48204.4,235.576,49438.6
"1090",54482.1,375.124,55904.8
"1091",50698.3,457.953,52001.9
"1092",54653.4,559.497,56077.6
"1093",55601.2,605.456,57054.1
"1094",52589.1,537.929,53947
"1095",44326.5,410.104,45442.8
"1096",34434.1,278.609,35294.7
"1097",31871.5,183.142,32673.5
"1098",1425.4,10.3859,1684.58
"1099",-7.96385,0,0
"1100",-7.96385,0,0
"1101",-7.96385,0,0
"1102",-7.96385,0,0
"1103",-7.96385,0,0
"1104",-7.96385,0,0
"1105",-7.96385,0,0
"1106",-7.96385,0,0
"1107",-7.96385,0,0
"1108",-7.96385,0,0
"1109",-7.96385,0,0
"1110",-7.96385,0,0
"1111",-7.96385,0,0
"1112",18985.8,50.3608,19521.5
"1113",5849.47,69.6166,6170.89
"1114",14510.5,158.743,14965.7
"1115",16814.2,189.802,17308.7
"1116",32605.5,347.229,33424.2
"1117",20761.5,224.204,21327.9
"1118",17632,196.672,18140.1
"1119",27568.8,280.69,28273.6
"1120",14354.4,152.974,14805.5
"1121",19825.6,130.376,20374.7
"1122",12270.3,35.6999,12688.1
"1123",-7.96385,0,0
"1124",-7.96385,0,0
"1125",-7.96385,0,0
"1126",-7.96385,0,0
"1127",-7.96385,0,0
"1128",-7.96385,0,0
"1129",-7.96385,0,0
"1130",-7.96385,0,0
"1131",-7.96385,0,0
"1132",-7.96385,0,0
"1133",-7.96385,0,0
"1134",-7.96385,0,0
"1135",-7.96385,0,0
"1136",3056.84,34.3547,3346.3
"1137",9828.75,99.4987,10216.4
"1138",41869.2,326.308,42934.9
"1139",53037.2,463.917,54427.2
"1140",54170,537.781,55594.5
"1141",55760.1,579.517,57234.7
"1142",49990.2,498.029,51284.2
"1143",40965,372.588,42003.3
"1144",22802.9,205.387,23418.2
"1145",10677.1,102.806,11076.8
"1146",2741.94,30.2506,3026.48
"1147",-7.96385,0,0
"1148",-7.96385,0,0
"1149",-7.96385,0,0
"1150",-7.96385,0,0
"1151",-7.96385,0,0
"1152",-7.96385,0,0
"1153",-7.96385,0,0
"1154",-7.96385,0,0
"1155",-7.96385,0,0
"1156",-7.96385,0,0
"1157",-7.96385,0,0
"1158",-7.96385,0,0
"1159",-7.96385,0,0
"1160",11064.4,53.4663,11472.4
"1161",72186,306.362,74243.2
"1162",80142.1,507.312,82515
"1163",79148.7,665.286,81478.1
"1164",76303,766.704,78515
"1165",74666.7,797.035,76812.4
"1166",76633.1,756.297,78856.5
"1167",79381.5,645.903,81716.6
"1168",79261.7,480.539,81592.6
"1169",71009.3,277.039,73019.4
"1170",34066.3,68.0858,34931.5
"1171",-7.96385,0,0
"1172",-7.96385,0,0
"1173",-7.96385,0,0
"1174",-7.96385,0,0
"1175",-7.96385,0,0
"1176",-7.96385,0,0
"1177",-7.96385,0,0
"1178",-7.96385,0,0
"1179",-7.96385,0,0
"1180",-7.96385,0,0
"1181",-7.96385,0,0
"1182",-7.96385,0,0
"1183",-7.96385,0,0
"1184",46917.6,104.953,48124.8
"1185",74289.3,321.157,76424.7
"1186",80664.8,520.016,83054.5
"1187",78403.5,669.621,80697.1
"1188",74635.3,758.721,76776.2
"1189",72409.9,780.766,74463.1
"1190",73772.1,735.111,75877.6
"1191",75904.1,625.167,78093.5
"1192",75508.3,461.133,77682.9
"1193",64414.2,260.469,66176.8
"1194",29354,61.8971,30107.2
"1195",-7.96385,0,0
"1196",-7.96385,0,0
"1197",-7.96385,0,0
"1198",-7.96385,0,0
"1199",-7.96385,0,0
"1200",-7.96385,0,0
"1201",-7.96385,0,0
"1202",-7.96385,0,0
"1203",-7.96385,0,0
"1204",-7.96385,0,0
"1205",-7.96385,0,0
"1206",-7.96385,0,0
"1207",-7.96385,0,0
"1208",35478.9,93.9175,36375.2
"1209",67740.4,301.522,69622.5
"1210",77284.6,505.368,79531
"1211",76151.7,659.415,78349.1
"1212",73033.2,754.298,75105.4
"1213",71245.2,781.975,73247
"1214",72780.8,739.391,74840.6
"1215",75099.9,632.219,77249.6
"1216",75108.7,471.059,77260
"1217",66174.3,270.716,67992.1
"1218",33195,68.6234,34031
"1219",-7.96385,0,0
"1220",-7.96385,0,0
"1221",-7.96385,0,0
"1222",-7.96385,0,0
"1223",-7.96385,0,0
"1224",-7.96385,0,0
"1225",-7.96385,0,0
"1226",-7.96385,0,0
"1227",-7.96385,0,0
"1228",-7.96385,0,0
"1229",-7.96385,0,0
"1230",-7.96385,0,0
"1231",-7.96385,0,0
"1232",35695,93.715,36591.6
"1233",65661.7,299.545,67460.9
"1234",71028.2,474.713,73022.2
"1235",72942.7,642.727,75007.9
"1236",70803.5,739.882,72785.6
"1237",69635.1,771.128,71572.4
"1238",71383.5,730.985,73386.6
"1239",73761,625.664,75855.8
"1240",73918.2,465.431,76020.3
"1241",63264.3,266.626,64974.4
"1242",15389.6,39.8254,15858
"1243",-7.96385,0,0
"1244",-7.96385,0,0
"1245",-7.96385,0,0
"1246",-7.96385,0,0
"1247",-7.96385,0,0
"1248",-7.96385,0,0
"1249",-7.96385,0,0
"1250",-7.96385,0,0
"1251",-7.96385,0,0
"1252",-7.96385,0,0
"1253",-7.96385,0,0
"1254",-7.96385,0,0
"1255",-7.96385,0,0
"1256",2249.99,21.7894,2520.56
"1257",5074.5,64,5383.48
"1258",3986.26,52,4279.41
"1259",23109.8,258.026,23720.8
"1260",24347.5,264.747,24982.5
"1261",45116,493.777,46253.2
"1262",67011.8,681.565,68852.6
"1263",71659.4,608.3,73673.2
"1264",70240.3,448.893,72201.2
"1265",57749.3,253.765,59272.1
"1266",25181.7,64.3762,25835.5
"1267",-7.96385,0,0
"1268",-7.96385,0,0
"1269",-7.96385,0,0
"1270",-7.96385,0,0
"1271",-7.96385,0,0
"1272",-7.96385,0,0
"1273",-7.96385,0,0
"1274",-7.96385,0,0
"1275",-7.96385,0,0
"1276",-7.96385,0,0
"1277",-7.96385,0,0
"1278",-7.96385,0,0
"1279",-7.96385,0,0
"1280",42312,107.503,43379.6
"1281",68629.9,317.046,70538.1
"1282",76715.1,513.918,78932.5
"1283",75550.7,668.379,77719.8
"1284",73185.5,765.418,75261
"1285",72147.2,797.388,74182.2
"1286",74183.7,758.115,76298
"1287",76914.8,651.259,79138.4
"1288",76630,485.843,78843.9
"1289",67216.8,282.224,69073.2
"1290",34168.2,74.0108,35028.2
"1291",-7.96385,0,0
"1292",-7.96385,0,0
"1293",-7.96385,0,0
"1294",-7.96385,0,0
"1295",-7.96385,0,0
"1296",-7.96385,0,0
"1297",-7.96385,0,0
"1298",-7.96385,0,0
"1299",-7.96385,0,0
"1300",-7.96385,0,0
"1301",-7.96385,0,0
"1302",-7.96385,0,0
"1303",-7.96385,0,0
"1304",44303.6,113.066,45428.4
"1305",70221.4,325.717,72191.1
"1306",78183.6,525.836,80461.6
"1307",77027.6,682.457,79256.7
"1308",74461.5,777.722,76587.6
"1309",72777.2,802.536,74837.2
"1310",74548.4,761.141,76677.3
"1311",76757.4,652.175,78974.3
"1312",76678.1,487.579,78892.4
"1313",66770.3,282.956,68611.7
"1314",34885.5,77.6392,35762
"1315",-7.96385,0,0
"1316",-7.96385,0,0
"1317",-7.96385,0,0
"1318",-7.96385,0,0
"1319",-7.96385,0,0
"1320",-7.96385,0,0
"1321",-7.96385,0,0
"1322",-7.96385,0,0
"1323",-7.96385,0,0
"1324",-7.96385,0,0
"1325",-7.96385,0,0
"1326",-7.96385,0,0
"1327",-7.96385,0,0
"1328",44065,114.185,45182.8
"1329",69234,323.227,71165.9
"1330",76330,519.695,78531.8
"1331",75292.3,671.613,77450.1
"1332",72767.6,766.098,74825.2
"1333",71592.9,795.943,73604.7
"1334",72961.1,751.02,75025.2
"1335",75105.3,643.351,77253.6
"1336",74979.6,479.424,77124.1
"1337",64278.6,277.615,66025.3
"1338",33260.4,75.3615,34094.9
"1339",-7.96385,0,0
"1340",-7.96385,0,0
"1341",-7.96385,0,0
"1342",-7.96385,0,0
"1343",-7.96385,0,0
"1344",-7.96385,0,0
"1345",-7.96385,0,0
"1346",-7.96385,0,0
"1347",-7.96385,0,0
"1348",-7.96385,0,0
"1349",-7.96385,0,0
"1350",-7.96385,0,0
"1351",-7.96385,0,0
"1352",30861.3,93.7784,31640.5
"1353",43149.2,225.125,44234.4
"1354",72278.4,499.966,74317.5
"1355",72633.6,652.402,74684.1
"1356",70292,747.735,72251.6
"1357",63655.3,711.602,65372.8
"1358",69777.9,725.329,71716.7
"1359",66206.7,571.287,68014.5
"1360",72738.3,472.291,74790.4
"1361",53749.6,257.488,55140.9
"1362",25382.7,65.5523,26038.4
"1363",-7.96385,0,0
"1364",-7.96385,0,0
"1365",-7.96385,0,0
"1366",-7.96385,0,0
"1367",-7.96385,0,0
"1368",-7.96385,0,0
"1369",-7.96385,0,0
"1370",-7.96385,0,0
"1371",-7.96385,0,0
"1372",-7.96385,0,0
"1373",-7.96385,0,0
"1374",-7.96385,0,0
"1375",-7.96385,0,0
"1376",24975.5,92.4862,25624.7
"1377",52889.9,285.893,54256.9
"1378",52388.8,405.65,53739.2
"1379",43358.6,424.276,44445.5
"1380",50402.9,535.053,51691.2
"1381",46410.3,511.632,47581.8
"1382",26771.7,292.426,27455.3
"1383",28920.2,301.17,29650.8
"1384",41784,333.271,42828.9
"1385",27849,187.291,28556.9
"1386",7265.71,37.5009,7603.78
"1387",-7.96385,0,0
"1388",-7.96385,0,0
"1389",-7.96385,0,0
"1390",-7.96385,0,0
"1391",-7.96385,0,0
"1392",-7.96385,0,0
"1393",-7.96385,0,0
"1394",-7.96385,0,0
"1395",-7.96385,0,0
"1396",-7.96385,0,0
"1397",-7.96385,0,0
"1398",-7.96385,0,0
"1399",-7.96385,0,0
"1400",17006.5,53.1648,17508
"1401",636.651,11,885.835
"1402",8365.94,99.0543,8725.93
"1403",15589.5,163.959,16065.8
"1404",6659.9,76,6994.39
"1405",37700.5,398.112,38648.5
"1406",12714.5,141.155,13142.3
"1407",34851.9,327.028,35730
"1408",8924.85,103.987,9293.7
"1409",8980.35,93.8665,9350.69
"1410",32997.7,71.4697,33833.1
"1411",-7.96385,0,0
"1412",-7.96385,0,0
"1413",-7.96385,0,0
"1414",-7.96385,0,0
"1415",-7.96385,0,0
"1416",-7.96385,0,0
"1417",-7.96385,0,0
"1418",-7.96385,0,0
"1419",-7.96385,0,0
"1420",-7.96385,0,0
"1421",-7.96385,0,0
"1422",-7.96385,0,0
"1423",-7.96385,1.73857,0
"1424",43281.1,129.911,44381.5
"1425",66181.5,319.293,68008.2
"1426",45031.9,307.608,46176.5
"1427",17340.6,195,17846.9
"1428",26131.2,284.479,26807.8
"1429",41051.4,442.964,42082.5
"1430",37952.5,403.326,38902.5
"1431",27933.3,304.201,28647.4
"1432",37517.8,277.632,38457.5
"1433",54861.9,248.231,56299.6
"1434",38083.1,90.0268,39042.6
"1435",-7.96385,0,0
"1436",-7.96385,0,0
"1437",-7.96385,0,0
"1438",-7.96385,0,0
"1439",-7.96385,0,0
"1440",-7.96385,0,0
"1441",-7.96385,0,0
"1442",-7.96385,0,0
"1443",-7.96385,0,0
"1444",-7.96385,0,0
"1445",-7.96385,0,0
"1446",-7.96385,0,0
"1447",-7.96385,2.49059,0
"1448",48127.7,139.317,49364.3
"1449",72647.2,353.329,74713.6
"1450",79859.1,551.857,82209.6
"1451",78523.2,708.069,80814.6
"1452",76167.2,805.395,78360.7
"1453",74826.7,832.752,76965.2
"1454",76481.2,790.508,78684.8
"1455",78149.4,677.151,80420.4
"1456",78130,510.041,80401.4
"1457",68142.3,303.75,70029.8
"1458",39246.8,94.0241,40231.6
"1459",-7.96385,0,0
"1460",-7.96385,0,0
"1461",-7.96385,0,0
"1462",-7.96385,0,0
"1463",-7.96385,0,0
"1464",-7.96385,0,0
"1465",-7.96385,0,0
"1466",-7.96385,0,0
"1467",-7.96385,0,0
"1468",-7.96385,0,0
"1469",-7.96385,0,0
"1470",-7.96385,0,0
"1471",-7.96385,1.68722,0
"1472",41837.3,131.389,42889
"1473",10201.8,64.0827,10585.2
"1474",66182.5,470.933,67994.3
"1475",8298.11,101,8650.66
"1476",15752.2,179,16223.5
"1477",29701.5,328.619,30448.1
"1478",32549.1,355.323,33360.6
"1479",13809.2,164,14247.4
"1480",68809.7,464.942,70715.3
"1481",49739.6,241.576,51010.6
"1482",29768.2,85.8188,30520.5
"1483",-7.96385,0,0
"1484",-7.96385,0,0
"1485",-7.96385,0,0
"1486",-7.96385,0,0
"1487",-7.96385,0,0
"1488",-7.96385,0,0
"1489",-7.96385,0,0
"1490",-7.96385,0,0
"1491",-7.96385,0,0
"1492",-7.96385,0,0
"1493",-7.96385,0,0
"1494",-7.96385,0,0
"1495",-7.96385,1,0
"1496",28545.3,104.305,29270.4
"1497",16865.5,129.021,17358.2
"1498",69175.2,496.445,71094.7
"1499",72897.3,671.208,74956.2
"1500",25262.4,270.851,25912.9
"1501",52498.1,583.973,53848
"1502",47236.3,504.509,48429.8
"1503",47323,457.007,48519.6
"1504",37994.6,314.853,38939.4
"1505",350.389,8,593.521
"1506",7129.81,52.3894,7466.48
"1507",-7.96385,0,0
"1508",-7.96385,0,0
"1509",-7.96385,0,0
"1510",-7.96385,0,0
"1511",-7.96385,0,0
"1512",-7.96385,0,0
"1513",-7.96385,0,0
"1514",-7.96385,0,0
"1515",-7.96385,0,0
"1516",-7.96385,0,0
"1517",-7.96385,0,0
"1518",-7.96385,0,0
"1519",-7.96385,2,0
"1520",125.092,5,365.713
"1521",612.195,11,858.268
"1522",3377.73,45,3661.53
"1523",4307.01,55,4602.57
"1524",14094,160.757,14537
"1525",27972.8,309.134,28681
"1526",65199,675.083,66971.3
"1527",48866,469.162,50108.4
"1528",23997.9,231.1,24624.4
"1529",66171.7,301.583,67984.2
"1530",37911.5,95.6976,38858.7
"1531",-7.96385,0,0
"1532",-7.96385,0,0
"1533",-7.96385,0,0
"1534",-7.96385,0,0
"1535",-7.96385,0,0
"1536",-7.96385,0,0
"1537",-7.96385,0,0
"1538",-7.96385,0,0
"1539",-7.96385,0,0
"1540",-7.96385,0,0
"1541",-7.96385,0,0
"1542",-7.96385,0,0
"1543",-7.96385,3.53353,0
"1544",38938.1,120.633,39914.3
"1545",20993.6,128.061,21564.8
"1546",27509.8,215.695,28211.8
"1547",49224.9,447.621,50479.4
"1548",22460.2,252.762,23055.2
"1549",26988,298.607,27674.9
"1550",74298,777.902,76410.3
"1551",75466.9,665.771,77625.4
"1552",72610.9,489.04,74659.3
"1553",55835.6,276.995,57294.5
"1554",35339.5,95.6441,36222.6
"1555",-7.96385,0,0
"1556",-7.96385,0,0
"1557",-7.96385,0,0
"1558",-7.96385,0,0
"1559",-7.96385,0,0
"1560",-7.96385,0,0
"1561",-7.96385,0,0
"1562",-7.96385,0,0
"1563",-7.96385,0,0
"1564",-7.96385,0,0
"1565",-7.96385,0,0
"1566",-7.96385,0,0
"1567",-7.96385,3.85052,0
"1568",1768.29,25,2032.82
"1569",3820.66,48.3967,4113.23
"1570",16233,162.136,16717.1
"1571",57916.1,530.507,59445.9
"1572",25228.4,279.259,25881.9
"1573",28251.7,309.521,28968.6
"1574",22703.2,254.505,23304.7
"1575",20355.2,230.24,20911.5
"1576",16585.4,180.386,17073.5
"1577",7519.78,87.0333,7862.9
"1578",12780.5,52.1783,13205.4
"1579",-7.96385,0,0
"1580",-7.96385,0,0
"1581",-7.96385,0,0
"1582",-7.96385,0,0
"1583",-7.96385,0,0
"1584",-7.96385,0,0
"1585",-7.96385,0,0
"1586",-7.96385,0,0
"1587",-7.96385,0,0
"1588",-7.96385,0,0
"1589",-7.96385,0,0
"1590",-7.96385,0,0
"1591",-7.96385,5,244.492
"1592",290.391,7,532.853
"1593",1024.05,16,1276.45
"1594",1909.94,27,2174.9
"1595",2478.83,33,2751.08
"1596",5561.05,66,5875.21
"1597",6614.7,76,6943.34
"1598",10676.9,123.754,11066.1
"1599",38844.4,395.428,39813.5
"1600",12990.1,145.823,13417.5
"1601",18898.9,155.945,19430.2
"1602",4695.95,46.4453,5000.13
"1603",-7.96385,0,0
"1604",-7.96385,0,0
"1605",-7.96385,0,0
"1606",-7.96385,0,0
"1607",-7.96385,0,0
"1608",-7.96385,0,0
"1609",-7.96385,0,0
"1610",-7.96385,0,0
"1611",-7.96385,0,0
"1612",-7.96385,0,0
"1613",-7.96385,0,0
"1614",-7.96385,0,0
"1615",20.0914,5,259.549
"1616",795.77,13,1048.03
"1617",4236.77,53,4537.63
"1618",12403.9,143,12826.6
"1619",11561,133,11969.6
"1620",11225.5,125,11628.2
"1621",34272.9,366.62,35134.3
"1622",39161.2,402.367,40144.5
"1623",33528.2,340.027,34371.5
"1624",15673,173.113,16149.1
"1625",13406.5,118.469,13844.8
"1626",41312.1,104.973,42354.4
"1627",-7.96385,0,0
"1628",-7.96385,0,0
"1629",-7.96385,0,0
"1630",-7.96385,0,0
"1631",-7.96385,0,0
"1632",-7.96385,0,0
"1633",-7.96385,0,0
"1634",-7.96385,0,0
"1635",-7.96385,0,0
"1636",-7.96385,0,0
"1637",-7.96385,0,0
"1638",-7.96385,0,0
"1639",4186.98,10.5594,4490.57
"1640",60524.8,186.939,62155.5
"1641",79505.9,409.634,81848.1
"1642",72334.1,538.461,74386.6
"1643",70988.5,653.77,72987.3
"1644",81834.9,866.473,84266.8
"1645",79346.8,874.361,81673.7
"1646",82173.4,844.724,84617.6
"1647",83882.8,728.977,86399.8
"1648",79036,529.199,81349.5
"1649",74721.2,341.945,76864.7
"1650",48132.1,120.581,49366
"1651",-7.96385,0,0
"1652",-7.96385,0,0
"1653",-7.96385,0,0
"1654",-7.96385,0,0
"1655",-7.96385,0,0
"1656",-7.96385,0,0
"1657",-7.96385,0,0
"1658",-7.96385,0,0
"1659",-7.96385,0,0
"1660",-7.96385,0,0
"1661",-7.96385,0,0
"1662",-7.96385,0,0
"1663",2689.11,10.5619,2971.12
"1664",33743.2,149.946,34596.6
"1665",49140.9,308.042,50404.4
"1666",49714.8,419.079,50992.7
"1667",78437,717.261,80726.8
"1668",68320.9,717.447,70216.4
"1669",58211.5,631.919,59752.5
"1670",48714.9,497.817,49959.1
"1671",36438.9,350.853,37350
"1672",54853.7,416.2,56285.7
"1673",66688.8,316.158,68526.6
"1674",37084.8,107.164,38017.5
"1675",-7.96385,0,0
"1676",-7.96385,0,0
"1677",-7.96385,0,0
"1678",-7.96385,0,0
"1679",-7.96385,0,0
"1680",-7.96385,0,0
"1681",-7.96385,0,0
"1682",-7.96385,0,0
"1683",-7.96385,0,0
"1684",-7.96385,0,0
"1685",-7.96385,0,0
"1686",-7.96385,0,0
"1687",2915.12,11.8354,3199.06
"1688",53346.1,180.782,54736.9
"1689",60648.2,357.448,62273.6
"1690",78992.1,582.747,81301.9
"1691",79252.4,736.006,81571.5
"1692",67892.9,720.494,69768.8
"1693",64402.2,710.724,66151
"1694",67359,694.697,69214
"1695",74340.7,652.322,76460.4
"1696",78395.1,529.658,80677.9
"1697",51225.1,270.059,52544
"1698",37593.6,108.792,38535.1
"1699",-7.96385,0,0
"1700",-7.96385,0,0
"1701",-7.96385,0,0
"1702",-7.96385,0,0
"1703",-7.96385,0,0
"1704",-7.96385,0,0
"1705",-7.96385,0,0
"1706",-7.96385,0,0
"1707",-7.96385,0,0
"1708",-7.96385,0,0
"1709",-7.96385,0,0
"1710",-7.96385,0,0
"1711",380.505,11.0184,623.974
"1712",5619.99,62.9113,5937.2
"1713",27637.9,231.359,28343.5
"1714",46562.8,402.357,47740.8
"1715",22088.2,252.435,22676.6
"1716",66569.7,712.558,68392.5
"1717",41063.2,451.55,42086.9
"1718",39712.7,421.195,40701
"1719",65454.2,588.724,67236.8
"1720",37598.3,314.385,38533.6
"1721",64403.7,314.956,66150.7
"1722",37526.9,111.443,38462.5
"1723",-7.96385,0,0
"1724",-7.96385,0,0
"1725",-7.96385,0,0
"1726",-7.96385,0,0
"1727",-7.96385,0,0
"1728",-7.96385,0,0
"1729",-7.96385,0,0
"1730",-7.96385,0,0
"1731",-7.96385,0,0
"1732",-7.96385,0,0
"1733",-7.96385,0,0
"1734",-7.96385,0,0
"1735",2803.9,14.2422,3080.88
"1736",46929.6,171.805,48119.1
"1737",42118.6,237.609,43172.6
"1738",15232.8,142.23,15695.3
"1739",7735.05,95,8077.99
"1740",8315.36,98,8666.06
"1741",39132,437.614,40103.2
"1742",47067.8,504.184,48255.4
"1743",67413.7,607.502,69265.4
"1744",53160.8,410.741,54532.9
"1745",33330.3,222.015,34161.4
"1746",9957.28,53.3429,10334.9
"1747",-7.96385,0,0
"1748",-7.96385,0,0
"1749",-7.96385,0,0
"1750",-7.96385,0,0
"1751",-7.96385,0,0
"1752",-7.96385,0,0
"1753",-7.96385,0,0
"1754",-7.96385,0,0
"1755",-7.96385,0,0
"1756",-7.96385,0,0
"1757",-7.96385,0,0
"1758",-7.96385,0,0
"1759",44.5111,6,284.239
"1760",116.495,5,357.02
"1761",600.32,11,846.26
"1762",991.031,16,1241.4
"1763",1532.26,22,1789.71
"1764",5536.35,66,5849.32
"1765",17645,195.095,18150.9
"1766",30282.7,327.474,31045.2
"1767",16184.4,187.688,16665.8
"1768",9637.25,115.095,10012.3
"1769",11991.2,125.95,12403.7
"1770",4244.14,46.1511,4542.3
"1771",-7.96385,0,0
"1772",-7.96385,0,0
"1773",-7.96385,0,0
"1774",-7.96385,0,0
"1775",-7.96385,0,0
"1776",-7.96385,0,0
"1777",-7.96385,0,0
"1778",-7.96385,0,0
"1779",-7.96385,0,0
"1780",-7.96385,0,0
"1781",-7.96385,0,0
"1782",-7.96385,0,0
"1783",1913.19,10.1997,2181.93
"1784",45783.8,183.586,46948.4
"1785",63354.7,369.714,65073.6
"1786",64254.5,495.359,66002.3
"1787",66090.1,620.9,67901.5
"1788",64524.5,684.503,66279
"1789",59441.2,654.915,61019.4
"1790",65191.5,667.925,66967.5
"1791",53488.7,499.144,54873.9
"1792",14406.4,162.507,14857
"1793",5763.66,70.7433,6081.79
"1794",441.213,9,685.362
"1795",-7.96385,0,0
"1796",-7.96385,0,0
"1797",-7.96385,0,0
"1798",-7.96385,0,0
"1799",-7.96385,0,0
"1800",-7.96385,0,0
"1801",-7.96385,0,0
"1802",-7.96385,0,0
"1803",-7.96385,0,0
"1804",-7.96385,0,0
"1805",-7.96385,0,0
"1806",-7.96385,0,0
"1807",3861.83,20.5165,4155.91
"1808",956.626,15,1209.31
"1809",1370.36,20,1629.15
"1810",7434.8,90.6106,7779.15
"1811",27965.5,292.521,28681.6
"1812",40134.4,428.449,41141.2
"1813",39039,423.591,40015.9
"1814",45814.1,488.425,46973.9
"1815",41829.1,422.274,42879.3
"1816",41659.8,365.769,42706.1
"1817",37763.7,222.647,38709.4
"1818",19941.8,96.826,20495.6
"1819",-7.96385,0,0
"1820",-7.96385,0,0
"1821",-7.96385,0,0
"1822",-7.96385,0,0
"1823",-7.96385,0,0
"1824",-7.96385,0,0
"1825",-7.96385,0,0
"1826",-7.96385,0,0
"1827",-7.96385,0,0
"1828",-7.96385,0,0
"1829",-7.96385,0,0
"1830",-7.96385,0,0
"1831",10481.6,28.3335,10876.8
"1832",65162.8,225.228,66952.7
"1833",82958.2,452.447,85443.9
"1834",87568.2,653.422,90253.2
"1835",86566,807.432,89205.4
"1836",85072.4,903.324,87645.7
"1837",84296.8,925.596,86836
"1838",85947.3,879.911,88558.2
"1839",87449,761.591,90126.5
"1840",86629.2,585.975,89271.2
"1841",78068.5,369.172,80349.7
"1842",53266.5,142.867,54658.8
"1843",-7.96385,0,0
"1844",-7.96385,0,0
"1845",-7.96385,0,0
"1846",-7.96385,0,0
"1847",-7.96385,0,0
"1848",-7.96385,0,0
"1849",-7.96385,0,0
"1850",-7.96385,0,0
"1851",-7.96385,0,0
"1852",-7.96385,0,0
